goterm	gene	cv	fdr
GO:0098656	SLC38A1	0.48	0.134
GO:1900034	CREBBP	0.39	0.779
GO:1900034	NUP98	0.65	3.76e-13
GO:1900034	TPR	0.36	0.709
GO:1900542	NF1	0.47	0.588
GO:1900542	PRKCA	0.24	0.781
GO:1900542	THBS1	0.83	0
GO:1903046	UBR2	0.35	0.681
GO:1903046	MKI67	0.62	0.000134
GO:1903046	BRCA2	0.4	0.424
GO:1903510	VCAN	0.45	0.475
GO:1903510	MKI67	0.62	0.000134
GO:1903510	DSEL	0.3	0.833
GO:1903825	SLC7A11	0.35	0.822
GO:1903825	THBS1	0.83	0
GO:1903825	SLC38A1	0.48	0.134
GO:2000146	LRP1	0.43	0.107
GO:2000146	NF1	0.47	0.588
GO:2000146	THBS1	0.83	0
GO:2001233	NF1	0.47	0.588
GO:2001233	PHIP	0.47	0.331
GO:2001233	THBS1	0.83	0
GO:2001236	NF1	0.47	0.588
GO:2001236	PHIP	0.47	0.331
GO:2001236	THBS1	0.83	0
GO:0009058	CENPF	0.43	0.603
GO:0009058	POLQ	0.39	0.211
GO:0009058	MAN1A2	0.31	0.771
GO:0009058	ASCC3	0.46	0.617
GO:0009058	COL5A1	0.42	0.654
GO:0009058	CREBBP	0.39	0.779
GO:0009058	VCAN	0.45	0.475
GO:0009058	EGFR	0.39	0.7
GO:0009058	ABCA2	0.35	0.748
GO:0009058	FASN	0.55	1.36e-09
GO:0009058	FLNA	0.45	0.728
GO:0009058	PDS5A	0.49	0.486
GO:0009058	UBR2	0.35	0.681
GO:0009058	CBX5	0.39	0.396
GO:0009058	FOSB	0.57	0.00324
GO:0009058	AFF4	0.22	0.808
GO:0009058	TNRC6A	0.35	0.788
GO:0009058	GTF3C1	0.39	0.803
GO:0009058	HIVEP1	0.37	0.704
GO:0009058	HIVEP2	0.47	0.724
GO:0009058	NR4A1	0.42	0.186
GO:0009058	ZKSCAN2	0.42	0.348
GO:0009058	NF1	0.47	0.588
GO:0009058	NOTCH2	0.43	0.438
GO:0009058	NUP98	0.65	3.76e-13
GO:0009058	PIK3CA	0.36	0.507
GO:0009058	PHIP	0.47	0.331
GO:0009058	PRKCA	0.24	0.781
GO:0009058	PRKDC	0.36	0.732
GO:0009058	CHD8	0.55	0.000505
GO:0009058	PTPN14	0.38	0.818
GO:0009058	REV3L	0.34	0.257
GO:0009058	BRCA2	0.4	0.424
GO:0009058	TEAD1	0.61	0
GO:0009058	THBS1	0.83	0
GO:0009058	TPR	0.36	0.709
GO:0009058	CACNA1A	0.41	0.38
GO:0009058	NRIP1	0.23	0.79
GO:0009058	USP9X	0.31	0.813
GO:0009058	FZD4	0.32	0.691
GO:0009058	SMARCA5	0.43	0.0787
GO:0009058	AGPS	0.42	0.555
GO:0009058	HELZ2	0.39	0.546
GO:0009058	CBL	0.42	0.623
GO:0009058	DSEL	0.3	0.833
GO:0009058	MED14	0.45	0.364
GO:0009058	GTF3C4	0.24	0.755
GO:0048731	FRY	0.29	0.745
GO:0048731	CENPF	0.43	0.603
GO:0048731	POLQ	0.39	0.211
GO:0048731	MAN1A2	0.31	0.771
GO:0048731	COL5A1	0.42	0.654
GO:0048731	VCAN	0.45	0.475
GO:0048731	EGFR	0.39	0.7
GO:0048731	FASN	0.55	1.36e-09
GO:0048731	FBN1	0.31	0.841
GO:0048731	FBN2	0.62	0.00756
GO:0048731	SIPA1L3	0.36	0.774
GO:0048731	FLNA	0.45	0.728
GO:0048731	FLNB	0.39	0.794
GO:0048731	VPS13A	0.45	0.277
GO:0048731	SLC7A11	0.35	0.822
GO:0048731	TMOD2	0.4	0.537
GO:0048731	NR4A1	0.42	0.186
GO:0048731	TNC	0.45	0.776
GO:0048731	ITGA2	0.37	0.671
GO:0048731	LRP1	0.43	0.107
GO:0048731	MKI67	0.62	0.000134
GO:0048731	MYH10	0.44	0.823
GO:0048731	NF1	0.47	0.588
GO:0048731	NOTCH2	0.43	0.438
GO:0048731	NUMA1	0.34	0.845
GO:0048731	PIK3CA	0.36	0.507
GO:0048731	PLXNA1	0.13	0.836
GO:0048731	SSH1	0.33	0.713
GO:0048731	PRKCA	0.24	0.781
GO:0048731	PRKDC	0.36	0.732
GO:0048731	KIDINS220	0.39	0.81
GO:0048731	CHD8	0.55	0.000505
GO:0048731	PTPN14	0.38	0.818
GO:0048731	SLC5A3	0.54	0.0522
GO:0048731	SPTAN1	0.31	0.695
GO:0048731	SPTBN1	0.41	0.642
GO:0048731	BRCA2	0.4	0.424
GO:0048731	THBS1	0.83	0
GO:0048731	TLN1	0.45	0.844
GO:0048731	CACNA1A	0.41	0.38
GO:0048731	LUZP1	0.32	0.783
GO:0048731	NRIP1	0.23	0.79
GO:0048731	USP9X	0.31	0.813
GO:0048731	FZD4	0.32	0.691
GO:0048731	DOCK7	0.35	0.786
GO:0048731	IQGAP1	0.35	0.797
GO:0048731	ROCK2	0.51	0.00105
GO:0007155	COL5A1	0.42	0.654
GO:0007155	COL7A1	1.24	3.41e-35
GO:0007155	VCAN	0.45	0.475
GO:0007155	EGFR	0.39	0.7
GO:0007155	FLNA	0.45	0.728
GO:0007155	SLC7A11	0.35	0.822
GO:0007155	TNC	0.45	0.776
GO:0007155	ITGA2	0.37	0.671
GO:0007155	MYH10	0.44	0.823
GO:0007155	NF1	0.47	0.588
GO:0007155	PIK3CA	0.36	0.507
GO:0007155	PRKCA	0.24	0.781
GO:0007155	PRKDC	0.36	0.732
GO:0007155	THBS1	0.83	0
GO:0007155	TLN1	0.45	0.844
GO:0007155	SVEP1	0.42	0.161
GO:0007155	FZD4	0.32	0.691
GO:0007155	ROCK2	0.51	0.00105
GO:0007155	PIEZO1	0.29	0.648
GO:0022610	COL5A1	0.42	0.654
GO:0022610	COL7A1	1.24	3.41e-35
GO:0022610	VCAN	0.45	0.475
GO:0022610	EGFR	0.39	0.7
GO:0022610	FLNA	0.45	0.728
GO:0022610	SLC7A11	0.35	0.822
GO:0022610	TNC	0.45	0.776
GO:0022610	ITGA2	0.37	0.671
GO:0022610	MYH10	0.44	0.823
GO:0022610	NF1	0.47	0.588
GO:0022610	PIK3CA	0.36	0.507
GO:0022610	PRKCA	0.24	0.781
GO:0022610	PRKDC	0.36	0.732
GO:0022610	THBS1	0.83	0
GO:0022610	TLN1	0.45	0.844
GO:0022610	SVEP1	0.42	0.161
GO:0022610	FZD4	0.32	0.691
GO:0022610	ROCK2	0.51	0.00105
GO:0022610	PIEZO1	0.29	0.648
GO:0050793	CENPF	0.43	0.603
GO:0050793	COL5A1	0.42	0.654
GO:0050793	FBN2	0.62	0.00756
GO:0050793	FLNA	0.45	0.728
GO:0050793	LRP1	0.43	0.107
GO:0050793	MYH10	0.44	0.823
GO:0050793	NF1	0.47	0.588
GO:0050793	NOTCH2	0.43	0.438
GO:0050793	PIK3CA	0.36	0.507
GO:0050793	SSH1	0.33	0.713
GO:0050793	PHIP	0.47	0.331
GO:0050793	PRKCA	0.24	0.781
GO:0050793	PRKDC	0.36	0.732
GO:0050793	KIDINS220	0.39	0.81
GO:0050793	BRCA2	0.4	0.424
GO:0050793	THBS1	0.83	0
GO:0050793	CACNA1A	0.41	0.38
GO:0050793	DOCK7	0.35	0.786
GO:0050793	ROCK2	0.51	0.00105
GO:1901700	EGFR	0.39	0.7
GO:1901700	FBN1	0.31	0.841
GO:1901700	UBR2	0.35	0.681
GO:1901700	FOSB	0.57	0.00324
GO:1901700	NR4A1	0.42	0.186
GO:1901700	KPNA4	0.32	0.58
GO:1901700	NF1	0.47	0.588
GO:1901700	PIK3CA	0.36	0.507
GO:1901700	SSH1	0.33	0.713
GO:1901700	PHIP	0.47	0.331
GO:1901700	PRKCA	0.24	0.781
GO:1901700	PRKDC	0.36	0.732
GO:1901700	SPTAN1	0.31	0.695
GO:1901700	SPTBN1	0.41	0.642
GO:1901700	BRCA2	0.4	0.424
GO:1901700	THBS1	0.83	0
GO:1901700	NRIP1	0.23	0.79
GO:1901700	FZD4	0.32	0.691
GO:1901700	ROCK2	0.51	0.00105
GO:0009653	FRY	0.29	0.745
GO:0009653	CEP250	0.38	0.769
GO:0009653	COL5A1	0.42	0.654
GO:0009653	COL7A1	1.24	3.41e-35
GO:0009653	CREBBP	0.39	0.779
GO:0009653	EGFR	0.39	0.7
GO:0009653	FBN1	0.31	0.841
GO:0009653	FBN2	0.62	0.00756
GO:0009653	FLNA	0.45	0.728
GO:0009653	FLNB	0.39	0.794
GO:0009653	TMOD2	0.4	0.537
GO:0009653	NR4A1	0.42	0.186
GO:0009653	TNC	0.45	0.776
GO:0009653	ITGA2	0.37	0.671
GO:0009653	LRP1	0.43	0.107
GO:0009653	MKI67	0.62	0.000134
GO:0009653	MYH10	0.44	0.823
GO:0009653	NF1	0.47	0.588
GO:0009653	NOTCH2	0.43	0.438
GO:0009653	PIK3CA	0.36	0.507
GO:0009653	PLXNA1	0.13	0.836
GO:0009653	SSH1	0.33	0.713
GO:0009653	PHIP	0.47	0.331
GO:0009653	PRKCA	0.24	0.781
GO:0009653	PRKDC	0.36	0.732
GO:0009653	KIDINS220	0.39	0.81
GO:0009653	PTPN14	0.38	0.818
GO:0009653	SPTAN1	0.31	0.695
GO:0009653	SPTBN1	0.41	0.642
GO:0009653	THBS1	0.83	0
GO:0009653	TLN1	0.45	0.844
GO:0009653	CACNA1A	0.41	0.38
GO:0009653	LUZP1	0.32	0.783
GO:0009653	USP9X	0.31	0.813
GO:0009653	FZD4	0.32	0.691
GO:0009653	DOCK7	0.35	0.786
GO:0009653	IQGAP1	0.35	0.797
GO:0009653	ROCK2	0.51	0.00105
GO:0044271	CENPF	0.43	0.603
GO:0044271	POLQ	0.39	0.211
GO:0044271	ASCC3	0.46	0.617
GO:0044271	CREBBP	0.39	0.779
GO:0044271	EGFR	0.39	0.7
GO:0044271	ABCA2	0.35	0.748
GO:0044271	FLNA	0.45	0.728
GO:0044271	UBR2	0.35	0.681
GO:0044271	CBX5	0.39	0.396
GO:0044271	FOSB	0.57	0.00324
GO:0044271	AFF4	0.22	0.808
GO:0044271	TNRC6A	0.35	0.788
GO:0044271	GTF3C1	0.39	0.803
GO:0044271	HIVEP1	0.37	0.704
GO:0044271	HIVEP2	0.47	0.724
GO:0044271	NR4A1	0.42	0.186
GO:0044271	ZKSCAN2	0.42	0.348
GO:0044271	NF1	0.47	0.588
GO:0044271	NOTCH2	0.43	0.438
GO:0044271	NUP98	0.65	3.76e-13
GO:0044271	PHIP	0.47	0.331
GO:0044271	PRKCA	0.24	0.781
GO:0044271	PRKDC	0.36	0.732
GO:0044271	CHD8	0.55	0.000505
GO:0044271	PTPN14	0.38	0.818
GO:0044271	REV3L	0.34	0.257
GO:0044271	BRCA2	0.4	0.424
GO:0044271	TEAD1	0.61	0
GO:0044271	THBS1	0.83	0
GO:0044271	TPR	0.36	0.709
GO:0044271	NRIP1	0.23	0.79
GO:0044271	USP9X	0.31	0.813
GO:0044271	FZD4	0.32	0.691
GO:0044271	SMARCA5	0.43	0.0787
GO:0044271	HELZ2	0.39	0.546
GO:0044271	CBL	0.42	0.623
GO:0044271	MED14	0.45	0.364
GO:0044271	GTF3C4	0.24	0.755
GO:0019222	CENPF	0.43	0.603
GO:0019222	POLQ	0.39	0.211
GO:0019222	ASCC3	0.46	0.617
GO:0019222	COL7A1	1.24	3.41e-35
GO:0019222	CREBBP	0.39	0.779
GO:0019222	EGFR	0.39	0.7
GO:0019222	ABCA2	0.35	0.748
GO:0019222	FASN	0.55	1.36e-09
GO:0019222	FBN1	0.31	0.841
GO:0019222	LMTK2	0.32	0.735
GO:0019222	SIPA1L3	0.36	0.774
GO:0019222	FLNA	0.45	0.728
GO:0019222	PDS5A	0.49	0.486
GO:0019222	UBR2	0.35	0.681
GO:0019222	USP24	0.4	0.742
GO:0019222	CBX5	0.39	0.396
GO:0019222	FOSB	0.57	0.00324
GO:0019222	RNF169	0.37	0.721
GO:0019222	AFF4	0.22	0.808
GO:0019222	TNRC6A	0.35	0.788
GO:0019222	HIVEP1	0.37	0.704
GO:0019222	HIVEP2	0.47	0.724
GO:0019222	NR4A1	0.42	0.186
GO:0019222	TNC	0.45	0.776
GO:0019222	ZKSCAN2	0.42	0.348
GO:0019222	LRP1	0.43	0.107
GO:0019222	NF1	0.47	0.588
GO:0019222	NOTCH2	0.43	0.438
GO:0019222	UBR5	0.33	0.235
GO:0019222	PIK3CA	0.36	0.507
GO:0019222	SSH1	0.33	0.713
GO:0019222	PHIP	0.47	0.331
GO:0019222	PRKCA	0.24	0.781
GO:0019222	PRKDC	0.36	0.732
GO:0019222	KIDINS220	0.39	0.81
GO:0019222	CHD8	0.55	0.000505
GO:0019222	PTPN14	0.38	0.818
GO:0019222	SON	0.38	0.832
GO:0019222	SPTAN1	0.31	0.695
GO:0019222	SPTBN1	0.41	0.642
GO:0019222	BRCA2	0.4	0.424
GO:0019222	TEAD1	0.61	0
GO:0019222	THBS1	0.83	0
GO:0019222	TPR	0.36	0.709
GO:0019222	CACNA1A	0.41	0.38
GO:0019222	NRIP1	0.23	0.79
GO:0019222	USP9X	0.31	0.813
GO:0019222	FZD4	0.32	0.691
GO:0019222	SMARCA5	0.43	0.0787
GO:0019222	DOCK7	0.35	0.786
GO:0019222	HELZ2	0.39	0.546
GO:0019222	CBL	0.42	0.623
GO:0019222	IQGAP1	0.35	0.797
GO:0019222	HERC2	0.42	0.596
GO:0019222	MED14	0.45	0.364
GO:0019222	GTF3C4	0.24	0.755
GO:0019222	ROCK2	0.51	0.00105
GO:0019222	USP34	0.29	0.766
GO:0032502	FRY	0.29	0.745
GO:0032502	CENPF	0.43	0.603
GO:0032502	POLQ	0.39	0.211
GO:0032502	MAN1A2	0.31	0.771
GO:0032502	CEP250	0.38	0.769
GO:0032502	COL5A1	0.42	0.654
GO:0032502	COL7A1	1.24	3.41e-35
GO:0032502	CREBBP	0.39	0.779
GO:0032502	VCAN	0.45	0.475
GO:0032502	EGFR	0.39	0.7
GO:0032502	FASN	0.55	1.36e-09
GO:0032502	FBN1	0.31	0.841
GO:0032502	FBN2	0.62	0.00756
GO:0032502	SIPA1L3	0.36	0.774
GO:0032502	FLNA	0.45	0.728
GO:0032502	FLNB	0.39	0.794
GO:0032502	FLNC	0.41	0.84
GO:0032502	VPS13A	0.45	0.277
GO:0032502	DNAJC13	0.34	0.806
GO:0032502	SLC7A11	0.35	0.822
GO:0032502	DIEXF	0.36	0.497
GO:0032502	AFF4	0.22	0.808
GO:0032502	TMOD2	0.4	0.537
GO:0032502	HIVEP1	0.37	0.704
GO:0032502	HIVEP2	0.47	0.724
GO:0032502	NR4A1	0.42	0.186
GO:0032502	TNC	0.45	0.776
GO:0032502	ITGA2	0.37	0.671
GO:0032502	LRP1	0.43	0.107
GO:0032502	MKI67	0.62	0.000134
GO:0032502	MYH10	0.44	0.823
GO:0032502	NF1	0.47	0.588
GO:0032502	NOTCH2	0.43	0.438
GO:0032502	NUMA1	0.34	0.845
GO:0032502	PIK3CA	0.36	0.507
GO:0032502	PLXNA1	0.13	0.836
GO:0032502	SSH1	0.33	0.713
GO:0032502	PHIP	0.47	0.331
GO:0032502	PRKCA	0.24	0.781
GO:0032502	PRKDC	0.36	0.732
GO:0032502	KIDINS220	0.39	0.81
GO:0032502	CHD8	0.55	0.000505
GO:0032502	PTPN14	0.38	0.818
GO:0032502	SLC5A3	0.54	0.0522
GO:0032502	SPTAN1	0.31	0.695
GO:0032502	SPTBN1	0.41	0.642
GO:0032502	BRCA2	0.4	0.424
GO:0032502	THBS1	0.83	0
GO:0032502	TLN1	0.45	0.844
GO:0032502	CACNA1A	0.41	0.38
GO:0032502	LUZP1	0.32	0.783
GO:0032502	NRIP1	0.23	0.79
GO:0032502	USP9X	0.31	0.813
GO:0032502	FZD4	0.32	0.691
GO:0032502	DOCK7	0.35	0.786
GO:0032502	IQGAP1	0.35	0.797
GO:0032502	MED14	0.45	0.364
GO:0032502	ROCK2	0.51	0.00105
GO:0044767	FRY	0.29	0.745
GO:0044767	CENPF	0.43	0.603
GO:0044767	POLQ	0.39	0.211
GO:0044767	MAN1A2	0.31	0.771
GO:0044767	CEP250	0.38	0.769
GO:0044767	COL5A1	0.42	0.654
GO:0044767	COL7A1	1.24	3.41e-35
GO:0044767	CREBBP	0.39	0.779
GO:0044767	VCAN	0.45	0.475
GO:0044767	EGFR	0.39	0.7
GO:0044767	FASN	0.55	1.36e-09
GO:0044767	FBN1	0.31	0.841
GO:0044767	FBN2	0.62	0.00756
GO:0044767	SIPA1L3	0.36	0.774
GO:0044767	FLNA	0.45	0.728
GO:0044767	FLNB	0.39	0.794
GO:0044767	FLNC	0.41	0.84
GO:0044767	VPS13A	0.45	0.277
GO:0044767	DNAJC13	0.34	0.806
GO:0044767	SLC7A11	0.35	0.822
GO:0044767	DIEXF	0.36	0.497
GO:0044767	AFF4	0.22	0.808
GO:0044767	TMOD2	0.4	0.537
GO:0044767	HIVEP1	0.37	0.704
GO:0044767	HIVEP2	0.47	0.724
GO:0044767	NR4A1	0.42	0.186
GO:0044767	TNC	0.45	0.776
GO:0044767	ITGA2	0.37	0.671
GO:0044767	LRP1	0.43	0.107
GO:0044767	MKI67	0.62	0.000134
GO:0044767	MYH10	0.44	0.823
GO:0044767	NF1	0.47	0.588
GO:0044767	NOTCH2	0.43	0.438
GO:0044767	NUMA1	0.34	0.845
GO:0044767	PIK3CA	0.36	0.507
GO:0044767	PLXNA1	0.13	0.836
GO:0044767	SSH1	0.33	0.713
GO:0044767	PHIP	0.47	0.331
GO:0044767	PRKCA	0.24	0.781
GO:0044767	PRKDC	0.36	0.732
GO:0044767	KIDINS220	0.39	0.81
GO:0044767	CHD8	0.55	0.000505
GO:0044767	PTPN14	0.38	0.818
GO:0044767	SLC5A3	0.54	0.0522
GO:0044767	SPTAN1	0.31	0.695
GO:0044767	SPTBN1	0.41	0.642
GO:0044767	BRCA2	0.4	0.424
GO:0044767	THBS1	0.83	0
GO:0044767	TLN1	0.45	0.844
GO:0044767	CACNA1A	0.41	0.38
GO:0044767	LUZP1	0.32	0.783
GO:0044767	NRIP1	0.23	0.79
GO:0044767	USP9X	0.31	0.813
GO:0044767	FZD4	0.32	0.691
GO:0044767	DOCK7	0.35	0.786
GO:0044767	IQGAP1	0.35	0.797
GO:0044767	MED14	0.45	0.364
GO:0044767	ROCK2	0.51	0.00105
GO:0045595	COL5A1	0.42	0.654
GO:0045595	FBN2	0.62	0.00756
GO:0045595	FLNA	0.45	0.728
GO:0045595	LRP1	0.43	0.107
GO:0045595	NF1	0.47	0.588
GO:0045595	SSH1	0.33	0.713
GO:0045595	PRKCA	0.24	0.781
GO:0045595	KIDINS220	0.39	0.81
GO:0045595	CACNA1A	0.41	0.38
GO:0045595	DOCK7	0.35	0.786
GO:0045595	ROCK2	0.51	0.00105
GO:0080134	POLQ	0.39	0.211
GO:0080134	CREBBP	0.39	0.779
GO:0080134	EGFR	0.39	0.7
GO:0080134	RNF169	0.37	0.721
GO:0080134	NUP98	0.65	3.76e-13
GO:0080134	UBR5	0.33	0.235
GO:0080134	PRKCA	0.24	0.781
GO:0080134	PRKDC	0.36	0.732
GO:0080134	THBS1	0.83	0
GO:0080134	TPR	0.36	0.709
GO:0080134	FZD4	0.32	0.691
GO:0032879	AMOTL1	0.3	0.792
GO:0032879	EGFR	0.39	0.7
GO:0032879	ABCA2	0.35	0.748
GO:0032879	FLNA	0.45	0.728
GO:0032879	DNAJC13	0.34	0.806
GO:0032879	LRP1	0.43	0.107
GO:0032879	NF1	0.47	0.588
GO:0032879	NUP98	0.65	3.76e-13
GO:0032879	UBR5	0.33	0.235
GO:0032879	PLXNA1	0.13	0.836
GO:0032879	PRKCA	0.24	0.781
GO:0032879	PTPN14	0.38	0.818
GO:0032879	RAB3B	0.41	0.63
GO:0032879	SPTBN1	0.41	0.642
GO:0032879	THBS1	0.83	0
GO:0032879	TPR	0.36	0.709
GO:0032879	CACNA1A	0.41	0.38
GO:0032879	CBL	0.42	0.623
GO:0032879	IQGAP1	0.35	0.797
GO:0032879	ROCK2	0.51	0.00105
GO:0050790	CENPF	0.43	0.603
GO:0050790	COL7A1	1.24	3.41e-35
GO:0050790	EGFR	0.39	0.7
GO:0050790	LMTK2	0.32	0.735
GO:0050790	SIPA1L3	0.36	0.774
GO:0050790	LRP1	0.43	0.107
GO:0050790	NF1	0.47	0.588
GO:0050790	PIK3CA	0.36	0.507
GO:0050790	PRKCA	0.24	0.781
GO:0050790	KIDINS220	0.39	0.81
GO:0050790	SPTAN1	0.31	0.695
GO:0050790	SPTBN1	0.41	0.642
GO:0050790	THBS1	0.83	0
GO:0050790	TPR	0.36	0.709
GO:0050790	FZD4	0.32	0.691
GO:0050790	DOCK7	0.35	0.786
GO:0050790	IQGAP1	0.35	0.797
GO:0050790	HERC2	0.42	0.596
GO:0050790	GTF3C4	0.24	0.755
GO:0050790	ROCK2	0.51	0.00105
GO:0006139	PRPF8	0.43	0.842
GO:0006139	CENPF	0.43	0.603
GO:0006139	POLQ	0.39	0.211
GO:0006139	ASCC3	0.46	0.617
GO:0006139	CREBBP	0.39	0.779
GO:0006139	EGFR	0.39	0.7
GO:0006139	ZFC3H1	0.34	0.76
GO:0006139	ABCA2	0.35	0.748
GO:0006139	FLNA	0.45	0.728
GO:0006139	PDS5A	0.49	0.486
GO:0006139	UBR2	0.35	0.681
GO:0006139	CBX5	0.39	0.396
GO:0006139	SRRM2	0.27	0.837
GO:0006139	FOSB	0.57	0.00324
GO:0006139	RNF169	0.37	0.721
GO:0006139	DIEXF	0.36	0.497
GO:0006139	AFF4	0.22	0.808
GO:0006139	GTF3C1	0.39	0.803
GO:0006139	HIVEP1	0.37	0.704
GO:0006139	HIVEP2	0.47	0.724
GO:0006139	NR4A1	0.42	0.186
GO:0006139	ZKSCAN2	0.42	0.348
GO:0006139	MKI67	0.62	0.000134
GO:0006139	NF1	0.47	0.588
GO:0006139	NOTCH2	0.43	0.438
GO:0006139	NUP98	0.65	3.76e-13
GO:0006139	UBR5	0.33	0.235
GO:0006139	PIK3CA	0.36	0.507
GO:0006139	PHIP	0.47	0.331
GO:0006139	PRKCA	0.24	0.781
GO:0006139	PRKDC	0.36	0.732
GO:0006139	CHD8	0.55	0.000505
GO:0006139	PTPN14	0.38	0.818
GO:0006139	REV3L	0.34	0.257
GO:0006139	SON	0.38	0.832
GO:0006139	BRCA2	0.4	0.424
GO:0006139	TEAD1	0.61	0
GO:0006139	THBS1	0.83	0
GO:0006139	TPR	0.36	0.709
GO:0006139	NRIP1	0.23	0.79
GO:0006139	USP9X	0.31	0.813
GO:0006139	FZD4	0.32	0.691
GO:0006139	SMARCA5	0.43	0.0787
GO:0006139	HELZ2	0.39	0.546
GO:0006139	CBL	0.42	0.623
GO:0006139	HERC2	0.42	0.596
GO:0006139	MED14	0.45	0.364
GO:0006139	GTF3C4	0.24	0.755
GO:0006139	H6PD	0.38	0.839
GO:0006725	PRPF8	0.43	0.842
GO:0006725	CENPF	0.43	0.603
GO:0006725	POLQ	0.39	0.211
GO:0006725	ASCC3	0.46	0.617
GO:0006725	CREBBP	0.39	0.779
GO:0006725	EGFR	0.39	0.7
GO:0006725	ZFC3H1	0.34	0.76
GO:0006725	ABCA2	0.35	0.748
GO:0006725	FLNA	0.45	0.728
GO:0006725	PDS5A	0.49	0.486
GO:0006725	UBR2	0.35	0.681
GO:0006725	CBX5	0.39	0.396
GO:0006725	SRRM2	0.27	0.837
GO:0006725	FOSB	0.57	0.00324
GO:0006725	RNF169	0.37	0.721
GO:0006725	DIEXF	0.36	0.497
GO:0006725	AFF4	0.22	0.808
GO:0006725	GTF3C1	0.39	0.803
GO:0006725	HIVEP1	0.37	0.704
GO:0006725	HIVEP2	0.47	0.724
GO:0006725	NR4A1	0.42	0.186
GO:0006725	ZKSCAN2	0.42	0.348
GO:0006725	MKI67	0.62	0.000134
GO:0006725	NF1	0.47	0.588
GO:0006725	NOTCH2	0.43	0.438
GO:0006725	NUP98	0.65	3.76e-13
GO:0006725	UBR5	0.33	0.235
GO:0006725	PIK3CA	0.36	0.507
GO:0006725	PHIP	0.47	0.331
GO:0006725	PRKCA	0.24	0.781
GO:0006725	PRKDC	0.36	0.732
GO:0006725	CHD8	0.55	0.000505
GO:0006725	PTPN14	0.38	0.818
GO:0006725	REV3L	0.34	0.257
GO:0006725	SON	0.38	0.832
GO:0006725	BRCA2	0.4	0.424
GO:0006725	TEAD1	0.61	0
GO:0006725	THBS1	0.83	0
GO:0006725	TPR	0.36	0.709
GO:0006725	NRIP1	0.23	0.79
GO:0006725	USP9X	0.31	0.813
GO:0006725	FZD4	0.32	0.691
GO:0006725	SMARCA5	0.43	0.0787
GO:0006725	HELZ2	0.39	0.546
GO:0006725	CBL	0.42	0.623
GO:0006725	HERC2	0.42	0.596
GO:0006725	MED14	0.45	0.364
GO:0006725	GTF3C4	0.24	0.755
GO:0006725	H6PD	0.38	0.839
GO:0046483	PRPF8	0.43	0.842
GO:0046483	CENPF	0.43	0.603
GO:0046483	POLQ	0.39	0.211
GO:0046483	ASCC3	0.46	0.617
GO:0046483	CREBBP	0.39	0.779
GO:0046483	EGFR	0.39	0.7
GO:0046483	ZFC3H1	0.34	0.76
GO:0046483	ABCA2	0.35	0.748
GO:0046483	FLNA	0.45	0.728
GO:0046483	PDS5A	0.49	0.486
GO:0046483	UBR2	0.35	0.681
GO:0046483	CBX5	0.39	0.396
GO:0046483	SRRM2	0.27	0.837
GO:0046483	FOSB	0.57	0.00324
GO:0046483	RNF169	0.37	0.721
GO:0046483	DIEXF	0.36	0.497
GO:0046483	AFF4	0.22	0.808
GO:0046483	GTF3C1	0.39	0.803
GO:0046483	HIVEP1	0.37	0.704
GO:0046483	HIVEP2	0.47	0.724
GO:0046483	NR4A1	0.42	0.186
GO:0046483	ZKSCAN2	0.42	0.348
GO:0046483	MKI67	0.62	0.000134
GO:0046483	NF1	0.47	0.588
GO:0046483	NOTCH2	0.43	0.438
GO:0046483	NUP98	0.65	3.76e-13
GO:0046483	UBR5	0.33	0.235
GO:0046483	PIK3CA	0.36	0.507
GO:0046483	PHIP	0.47	0.331
GO:0046483	PRKCA	0.24	0.781
GO:0046483	PRKDC	0.36	0.732
GO:0046483	CHD8	0.55	0.000505
GO:0046483	PTPN14	0.38	0.818
GO:0046483	REV3L	0.34	0.257
GO:0046483	SON	0.38	0.832
GO:0046483	BRCA2	0.4	0.424
GO:0046483	TEAD1	0.61	0
GO:0046483	THBS1	0.83	0
GO:0046483	TPR	0.36	0.709
GO:0046483	NRIP1	0.23	0.79
GO:0046483	USP9X	0.31	0.813
GO:0046483	FZD4	0.32	0.691
GO:0046483	SMARCA5	0.43	0.0787
GO:0046483	HELZ2	0.39	0.546
GO:0046483	CBL	0.42	0.623
GO:0046483	HERC2	0.42	0.596
GO:0046483	MED14	0.45	0.364
GO:0046483	GTF3C4	0.24	0.755
GO:0046483	H6PD	0.38	0.839
GO:1901360	PRPF8	0.43	0.842
GO:1901360	CENPF	0.43	0.603
GO:1901360	POLQ	0.39	0.211
GO:1901360	ASCC3	0.46	0.617
GO:1901360	CREBBP	0.39	0.779
GO:1901360	EGFR	0.39	0.7
GO:1901360	ZFC3H1	0.34	0.76
GO:1901360	ABCA2	0.35	0.748
GO:1901360	FLNA	0.45	0.728
GO:1901360	PDS5A	0.49	0.486
GO:1901360	UBR2	0.35	0.681
GO:1901360	CBX5	0.39	0.396
GO:1901360	SRRM2	0.27	0.837
GO:1901360	FOSB	0.57	0.00324
GO:1901360	RNF169	0.37	0.721
GO:1901360	DIEXF	0.36	0.497
GO:1901360	AFF4	0.22	0.808
GO:1901360	GTF3C1	0.39	0.803
GO:1901360	HIVEP1	0.37	0.704
GO:1901360	HIVEP2	0.47	0.724
