cell	feat	expr_map	expr_ci_lower	expr_ci_upper	expr_naive
35	FBN2	170	156	186	172
35	IGF2R	40	33	49	41
35	QSER1	0	0	2	0
35	ITGA2	2	0	5	2
35	IQGAP1	35	29	43	36
35	ATP11A	3	1	7	4
35	CACNA1A	0	0	2	0
35	TNC	60	52	70	61
35	NOTCH2	8	5	13	9
35	H6PD	8	5	13	9
35	FBN1	58	50	67	59
35	SSH1	12	8	17	12
35	NF1	1	0	4	1
35	RAB3B	1	0	4	1
35	TMOD2	0	0	2	0
35	TEAD1	30	24	38	31
35	EGFR	1	0	4	1
32	MKI67	1	0	4	1
32	SPTBN1	59	51	69	60
32	FZD4	0	0	2	0
32	KPNA4	3	1	7	4
32	KIAA1147	0	0	2	0
32	C14orf132	7	4	11	7
32	DIP2B	0	0	2	0
32	PRRC2B	42	35	50	42
32	TLN1	146	133	160	147
32	HIVEP2	1	0	4	1
32	THSD4	12	9	17	12
32	HIVEP1	2	0	5	2
32	RNF169	1	0	4	1
32	FRY	1	0	4	1
32	FOSB	2	0	5	2
32	DIP2C	5	2	8	5
32	NRIP1	14	10	20	15
32	AFAP1	18	14	24	19
32	SSH1	11	7	16	11
32	DOCK7	7	4	11	7
32	PRKCA	24	19	31	25
32	SLC7A11	7	4	11	7
32	CENPF	0	0	2	0
32	PLXNA1	3	1	7	4
32	QSER1	2	0	5	2
32	ZC3H13	7	4	11	7
32	CACNA1A	1	0	4	1
32	PIK3CA	2	0	5	2
32	KIAA1199	17	12	23	17
32	NR4A1	17	12	23	17
32	COL5A1	197	182	213	198
32	TNRC6A	5	2	8	5
32	IGF2R	70	61	81	71
32	RAB3B	7	4	11	7
32	FLNB	2	0	5	2
32	HEATR5B	1	0	4	1
32	SPTAN1	87	77	98	87
32	USP34	4	2	8	5
32	PHIP	0	0	2	0
32	NUP98	3	1	7	4
32	DYNC1H1	47	39	55	47
32	ZKSCAN2	0	0	2	0
32	FLNC	47	39	55	47
32	REV3L	8	5	13	9
32	FBN2	188	174	205	191
32	FBN1	45	38	54	46
32	LMTK2	0	0	2	0
32	COL7A1	11	7	16	11
32	TMOD2	2	0	5	2
32	DIEXF	2	0	5	2
32	VPS13A	1	0	4	1
32	SON	22	17	28	22
32	THBS1	1217	1183	1256	1226
32	CEP250	0	0	2	0
32	SMARCA5	25	20	32	26
32	CBL	0	0	2	0
32	LYST	0	0	2	0
32	MED14	0	0	2	0
32	ATP11A	1	0	4	1
32	ASCC3	1	0	4	1
32	IQGAP1	58	49	67	59
32	GTF3C4	4	2	8	5
32	H6PD	5	2	8	5
32	HELZ2	0	0	2	0
32	AMOTL1	8	5	13	9
32	GPR107	40	34	49	41
32	PRPF8	103	92	116	105
32	KIDINS220	13	9	19	14
32	SVEP1	29	23	36	30
32	DSEL	1	0	4	1
32	PRKDC	11	7	16	11
32	SLC38A1	12	8	17	12
32	GTF3C1	21	16	27	21
32	ABCA2	5	2	8	5
32	TNC	18	14	24	19
32	EGFR	2	0	5	2
32	ALMS1	1	0	4	1
32	UBR5	34	28	42	35
32	USP24	3	1	7	4
32	LUZP1	9	6	14	10
32	CKAP5	17	12	23	17
32	UBR2	0	0	2	0
32	SLC5A3	0	0	2	0
32	MYH10	53	45	62	54
32	PDS5A	1	0	4	1
32	VPS13D	2	0	5	2
32	AFF4	0	0	2	0
32	CHD8	2	0	5	2
32	POLQ	0	0	2	0
32	KIAA2018	2	0	5	2
32	TEAD1	14	10	20	15
32	PIEZO1	8	5	13	9
32	HERC2	8	5	13	9
32	CASC5	0	0	2	0
32	PAPPA	94	84	106	96
32	FYCO1	6	4	10	6
32	PTPN14	13	9	19	14
32	USP9X	11	7	16	11
32	CBX5	13	9	19	14
32	ARL10	0	0	2	0
32	MALAT1	32	26	39	32
32	NKTR	5	2	8	5
32	BRCA2	0	0	2	0
32	NF1	5	2	8	5
32	FASN	2	0	5	2
32	PCNX	5	2	8	5
32	NOTCH2	17	13	23	17
32	MAN1A2	3	1	7	4
32	ITGA2	1	0	4	1
32	CREBBP	3	2	7	4
32	STARD9	1	0	4	1
32	ALPK2	6	3	10	6
32	FLNA	655	628	684	658
32	SIPA1L3	6	3	10	6
32	SCUBE3	21	16	27	21
32	ROCK2	25	20	32	26
32	SRRM2	48	40	57	49
32	DOPEY1	1	0	4	1
32	KIAA1462	19	15	26	20
32	VCAN	39	32	47	40
32	DNAJC13	11	7	16	11
32	TPR	12	8	17	12
32	FAM208B	3	1	7	4
32	NUMA1	8	5	13	9
32	ANKRD52	19	15	26	20
32	ZFC3H1	2	0	5	2
32	C17orf51	1	0	4	1
32	LRP1	98	88	111	100
32	AKAP11	0	0	2	0
32	AGPS	1	0	4	1
40	PRKDC	17	12	23	17
40	KIAA1199	74	65	84	75
40	COL7A1	5	2	8	5
40	NKTR	4	2	8	5
40	ZFC3H1	2	0	5	2
40	NUP98	1	0	4	1
40	DOPEY1	1	0	4	1
40	ANKRD52	7	4	11	7
40	VPS13A	0	0	2	0
40	CHD8	6	3	10	6
40	UBR5	38	31	46	39
40	TEAD1	28	22	35	29
40	DYNC1H1	28	22	35	29
40	SIPA1L3	11	7	16	11
40	MYH10	31	25	39	32
40	CBX5	13	9	19	14
40	SRRM2	35	29	43	36
40	ARL10	2	0	5	2
40	DIP2B	0	0	2	0
40	NRIP1	11	7	16	11
40	DOCK7	1	0	4	1
40	TNC	144	131	158	146
40	ZKSCAN2	3	1	7	4
40	MKI67	3	1	7	4
40	DSEL	4	2	8	5
40	FYCO1	5	2	8	5
40	MAN1A2	4	2	8	5
40	FLNB	18	14	24	19
40	CEP250	3	1	7	4
40	PRKCA	14	10	20	15
40	ZC3H13	9	6	14	10
40	RNF169	2	0	5	2
40	GPR107	30	25	38	31
40	ASCC3	4	2	8	5
40	TMOD2	3	1	7	4
40	SSH1	7	4	11	7
40	FAM208B	11	7	16	11
40	AMOTL1	9	6	14	10
40	TLN1	97	87	109	99
40	EGFR	9	6	14	10
40	FLNC	38	31	46	39
40	HIVEP1	2	0	5	2
40	NUMA1	21	16	27	21
40	LYST	0	0	2	0
40	USP34	11	7	16	11
40	SVEP1	30	24	38	31
40	PDS5A	2	0	5	2
40	AFF4	1	0	4	1
40	RAB3B	4	2	8	5
40	ATP11A	2	0	5	2
40	VCAN	30	24	38	31
40	SON	33	27	40	34
40	REV3L	4	2	8	5
40	PLXNA1	3	1	7	4
40	FZD4	3	1	7	4
40	HELZ2	1	0	4	1
40	SPTBN1	51	44	61	52
40	ABCA2	2	0	5	2
40	COL5A1	158	145	173	160
40	CASC5	1	0	4	1
40	DIP2C	7	4	11	8
40	H6PD	12	8	17	12
40	TPR	18	14	24	19
40	NF1	2	0	5	2
40	KIAA1462	29	24	37	30
40	DNAJC13	9	6	14	10
40	SPTAN1	82	72	93	82
40	LUZP1	6	3	10	6
40	KPNA4	1	0	4	1
40	PRRC2B	28	22	35	29
40	CBL	1	0	4	1
40	CACNA1A	1	0	4	1
40	PRPF8	74	64	84	75
40	CKAP5	16	11	21	16
40	USP24	1	0	4	1
40	ALPK2	4	2	8	5
40	AGPS	3	1	7	4
40	GTF3C1	17	13	23	17
40	POLQ	1	0	4	1
40	PAPPA	49	41	58	50
40	KIAA1147	0	0	2	0
40	AFAP1	8	5	13	9
40	UBR2	3	1	7	4
40	HIVEP2	2	0	5	3
40	DIEXF	0	0	2	0
40	TNRC6A	6	3	10	6
40	IGF2R	68	59	78	69
40	ROCK2	17	12	23	17
40	PTPN14	11	7	16	11
40	GTF3C4	1	0	4	1
40	PIK3CA	2	0	5	2
40	AKAP11	1	0	4	1
40	FBN2	202	187	219	204
40	THBS1	1314	1278	1353	1322
40	STARD9	2	0	5	2
40	ALMS1	0	0	2	0
40	SCUBE3	11	7	16	11
40	THSD4	11	7	16	11
40	VPS13D	5	2	8	5
40	MALAT1	17	12	23	17
40	SLC7A11	6	3	10	6
40	CENPF	2	0	5	2
40	HEATR5B	1	0	4	1
40	SLC5A3	0	0	2	0
40	FOSB	8	5	13	9
40	LMTK2	0	0	2	0
40	IQGAP1	68	59	78	69
40	KIAA2018	6	3	10	6
40	BRCA2	0	0	2	0
40	LRP1	71	62	82	72
40	QSER1	0	0	2	0
40	CREBBP	16	12	21	16
40	PIEZO1	14	10	20	15
40	PHIP	0	0	2	0
40	FLNA	354	334	376	357
40	FBN1	61	53	71	62
40	NR4A1	11	7	16	11
40	HERC2	11	7	16	11
40	ITGA2	7	4	11	7
40	FASN	6	3	10	6
40	KIDINS220	12	8	17	12
40	MED14	1	0	4	1
40	NOTCH2	9	6	14	10
40	FRY	2	0	5	2
40	PCNX	3	1	7	4
40	C17orf51	1	0	4	1
40	USP9X	9	6	14	10
40	SMARCA5	23	18	29	24
40	C14orf132	11	7	16	11
40	SLC38A1	20	16	27	21
8	TEAD1	50	42	59	51
8	SPTAN1	48	41	57	49
8	COL5A1	187	173	204	188
8	VPS13D	5	2	8	5
8	KIAA1462	27	21	34	27
8	NRIP1	16	12	21	16
8	NUP98	3	1	7	4
8	EGFR	4	2	8	5
8	RAB3B	2	0	5	2
8	IGF2R	63	54	73	64
8	PRPF8	76	67	87	77
8	PRKDC	6	3	10	6
8	FOSB	9	6	14	10
8	CKAP5	9	6	14	10
8	VPS13A	6	3	10	6
8	CREBBP	11	7	16	11
8	SVEP1	25	20	32	26
8	CACNA1A	2	0	5	3
8	NUMA1	20	16	27	21
8	ZC3H13	2	0	5	2
8	MYH10	63	54	73	64
8	DIP2C	9	6	14	10
8	PLXNA1	17	12	23	17
8	HERC2	2	1	5	2
8	HELZ2	1	0	4	1
8	GPR107	29	24	37	30
8	KIAA2018	1	0	4	1
8	DNAJC13	7	4	11	7
8	TNRC6A	0	0	2	0
8	ROCK2	27	21	34	27
8	DYNC1H1	17	13	23	17
8	FYCO1	13	9	19	14
8	PIEZO1	18	14	24	19
8	NF1	2	0	5	2
8	KIAA1199	62	53	71	62
8	POLQ	1	0	4	1
8	CENPF	3	1	7	4
8	PAPPA	20	16	27	21
8	USP24	1	0	4	1
8	RNF169	0	0	2	0
8	CBL	0	0	2	0
8	DIP2B	0	0	2	0
8	REV3L	2	0	5	2
8	PCNX	9	6	14	10
8	MED14	0	0	2	0
8	NR4A1	7	4	11	7
8	ZFC3H1	3	1	7	4
8	TNC	236	219	254	238
8	MALAT1	60	51	70	61
8	DOPEY1	0	0	2	0
8	SMARCA5	33	27	40	34
8	SRRM2	60	52	70	61
8	HIVEP2	1	0	4	1
8	PRRC2B	39	33	47	40
8	FAM208B	10	6	14	10
8	SLC5A3	0	0	2	0
8	DSEL	1	0	4	1
8	STARD9	3	1	7	4
8	QSER1	0	0	2	0
8	TMOD2	1	0	4	1
8	C17orf51	11	7	16	11
8	PHIP	0	0	2	0
8	FLNB	19	15	26	20
8	AKAP11	1	0	4	1
8	SON	40	33	49	41
8	CHD8	9	6	14	10
8	TPR	18	14	24	19
8	KIDINS220	12	8	17	12
8	IQGAP1	39	32	47	40
8	SSH1	28	22	35	29
8	SLC7A11	8	5	13	9
8	SCUBE3	8	5	13	9
8	LMTK2	0	0	2	0
8	FLNA	459	436	484	462
8	BRCA2	0	0	2	0
8	NOTCH2	8	5	13	9
8	USP34	7	4	11	7
8	THSD4	18	14	24	19
8	H6PD	8	5	13	9
8	ZKSCAN2	3	1	7	4
8	KIAA1147	0	0	2	0
8	GTF3C1	10	7	14	10
8	FBN1	85	75	96	86
8	PIK3CA	0	0	2	0
8	ARL10	1	0	4	1
8	AMOTL1	8	5	13	9
8	CASC5	0	0	2	0
8	ASCC3	3	1	7	4
8	AGPS	1	0	4	1
8	LRP1	91	81	103	92
8	FLNC	65	57	75	66
8	CEP250	6	3	10	6
8	USP9X	17	12	23	17
8	FBN2	251	234	270	254
8	ALPK2	27	21	34	27
8	SPTBN1	41	34	49	41
8	MAN1A2	1	0	4	1
8	FRY	2	0	5	2
8	DIEXF	0	0	2	0
8	AFF4	4	2	8	5
8	DOCK7	4	2	8	5
8	FZD4	5	2	8	5
8	ITGA2	7	4	11	7
8	FASN	6	3	10	6
8	HEATR5B	2	0	5	2
8	HIVEP1	16	11	21	16
8	SIPA1L3	9	6	14	10
8	PTPN14	15	11	20	15
8	UBR2	1	0	4	1
8	ABCA2	3	1	7	4
8	LYST	0	0	2	0
8	SLC38A1	14	10	20	15
8	NKTR	5	2	8	5
8	ATP11A	3	1	7	4
8	PDS5A	1	0	4	1
8	LUZP1	9	6	14	10
8	PRKCA	16	12	21	16
8	C14orf132	14	10	20	15
8	KPNA4	2	0	5	2
8	CBX5	20	16	27	21
8	ANKRD52	16	11	21	16
8	AFAP1	4	2	8	5
8	TLN1	128	116	142	130
8	COL7A1	2	0	5	2
8	UBR5	32	26	39	32
8	ALMS1	1	0	4	1
8	GTF3C4	1	0	4	1
8	VCAN	23	18	30	24
8	MKI67	5	2	8	5
8	THBS1	1410	1374	1451	1417
50	C14orf132	6	3	10	6
50	SON	21	16	27	21
50	LYST	0	0	2	0
50	FRY	1	0	4	1
50	POLQ	0	0	2	0
50	PLXNA1	13	9	19	14
50	AGPS	3	1	7	4
50	SLC5A3	0	0	2	0
50	CKAP5	28	22	35	29
50	ATP11A	3	1	7	4
50	AKAP11	0	0	2	0
50	USP34	13	9	19	14
50	ITGA2	2	0	5	2
50	KIDINS220	6	3	10	6
50	NUP98	6	3	10	6
50	TLN1	84	75	96	86
50	KIAA1147	1	0	4	1
50	LRP1	57	49	67	59
50	PIEZO1	37	30	45	38
50	HERC2	6	3	10	6
50	GPR107	19	15	26	20
50	FLNA	228	211	245	230
50	FLNC	49	41	58	50
50	NRIP1	11	7	16	11
50	DIP2C	3	1	7	4
50	DYNC1H1	42	35	50	42
50	SVEP1	14	10	20	15
50	C17orf51	7	4	11	7
50	TNC	46	39	55	47
50	IQGAP1	47	40	56	49
50	MKI67	134	122	148	136
50	SLC7A11	19	15	26	20
50	HIVEP2	0	0	2	0
50	FAM208B	4	2	8	5
50	FBN2	41	35	50	42
50	FLNB	14	10	20	15
50	ALPK2	6	3	10	6
50	PIK3CA	0	0	2	0
50	ROCK2	25	20	32	26
50	NUMA1	27	21	34	27
50	ZFC3H1	11	7	16	11
50	EGFR	2	0	5	2
50	DNAJC13	11	7	16	11
50	GTF3C1	16	11	21	16
50	PAPPA	19	14	25	20
50	PRKCA	23	18	30	24
50	TEAD1	38	31	46	39
50	VPS13A	1	0	4	1
50	FBN1	30	24	38	31
50	SPTAN1	24	19	31	25
50	KIAA1199	103	92	116	105
50	ZC3H13	3	2	7	4
50	PRPF8	67	58	77	69
50	H6PD	1	0	4	1
50	NKTR	4	2	8	5
50	FYCO1	13	10	19	14
50	COL5A1	82	72	93	84
50	RAB3B	2	0	5	2
50	CBX5	34	28	42	35
50	UBR5	39	32	47	40
50	REV3L	4	2	8	5
50	CBL	0	0	2	0
50	TPR	13	9	19	14
50	CENPF	16	11	21	16
50	DSEL	1	0	4	1
50	TNRC6A	3	1	7	4
50	DOPEY1	0	0	2	0
50	THBS1	1295	1261	1335	1306
50	QSER1	1	0	4	1
50	DOCK7	8	5	13	9
50	CREBBP	16	11	21	16
50	VPS13D	0	0	2	0
50	FASN	6	3	10	6
50	STARD9	1	0	4	1
50	AMOTL1	4	2	8	5
50	KIAA1462	17	13	23	17
50	NR4A1	12	8	17	12
50	USP9X	11	7	16	11
50	COL7A1	3	1	7	4
50	AFF4	4	2	8	5
50	CASC5	3	1	7	4
50	AFAP1	14	10	20	15
50	PHIP	0	0	2	0
50	PDS5A	6	3	10	6
50	HELZ2	2	1	5	2
50	GTF3C4	0	0	2	0
50	PCNX	8	5	13	9
50	CHD8	1	0	4	1
50	ASCC3	1	0	4	1
50	KIAA2018	2	0	5	2
50	ANKRD52	17	13	23	17
50	HEATR5B	0	0	2	0
50	THSD4	13	9	19	14
50	ALMS1	2	0	5	2
50	SCUBE3	3	1	7	4
50	UBR2	0	0	2	0
50	MALAT1	116	104	129	117
50	FZD4	0	0	2	0
50	FOSB	12	8	17	12
50	ABCA2	2	1	5	2
50	SMARCA5	38	31	46	39
50	CACNA1A	0	0	2	0
50	ARL10	0	0	2	0
50	IGF2R	73	64	84	75
50	PRRC2B	28	22	35	29
50	LMTK2	3	1	7	4
50	USP24	4	2	8	5
50	DIP2B	0	0	2	0
50	MAN1A2	0	0	2	0
50	SPTBN1	83	73	94	84
50	TMOD2	1	0	4	1
50	HIVEP1	3	1	7	4
50	VCAN	23	18	30	24
50	SRRM2	61	52	71	62
50	NF1	6	3	10	6
50	SLC38A1	22	17	28	22
50	DIEXF	0	0	2	0
50	SSH1	24	19	31	25
50	PRKDC	24	19	31	25
50	MED14	0	0	2	0
50	CEP250	6	3	10	6
50	LUZP1	2	1	5	2
50	PTPN14	12	8	17	12
50	KPNA4	3	1	7	4
50	MYH10	25	20	32	26
50	NOTCH2	19	15	26	20
50	SIPA1L3	7	4	11	7
50	BRCA2	3	1	7	4
50	ZKSCAN2	0	0	2	0
50	RNF169	1	0	4	1
36	TNRC6A	3	1	7	4
36	ITGA2	4	2	8	5
36	NOTCH2	18	14	24	19
36	DOCK7	5	2	8	5
36	FYCO1	8	5	13	9
36	MKI67	32	26	39	32
36	SON	14	10	20	15
36	DOPEY1	0	0	2	0
36	NUP98	6	3	10	6
36	PTPN14	3	1	7	4
36	CACNA1A	3	1	7	4
36	ASCC3	3	1	7	4
36	TMOD2	0	0	2	0
36	ANKRD52	13	9	19	14
36	COL7A1	5	2	8	5
36	FLNB	6	3	10	6
36	CREBBP	9	6	14	10
36	QSER1	0	0	2	0
36	UBR2	1	0	4	1
36	SRRM2	56	48	66	57
36	FAM208B	2	0	5	2
36	CEP250	11	7	16	11
36	UBR5	13	9	19	14
36	USP9X	3	1	7	4
36	PIEZO1	14	10	20	15
36	PCNX	2	1	5	2
36	KIAA2018	3	1	7	4
36	SLC7A11	6	3	10	6
36	USP34	13	9	19	14
36	PIK3CA	2	0	5	2
36	ZFC3H1	1	0	4	1
36	NKTR	5	2	8	5
36	ALPK2	1	0	4	1
36	VPS13D	2	1	5	2
36	COL5A1	202	187	219	203
36	LYST	0	0	2	0
36	HIVEP1	7	4	11	7
36	RNF169	0	0	2	0
36	C17orf51	4	2	8	5
36	CKAP5	11	7	16	11
36	H6PD	2	0	5	2
36	NF1	2	0	5	2
36	PDS5A	2	0	5	2
36	AMOTL1	0	0	2	0
36	FASN	2	0	5	2
36	CBL	0	0	2	0
36	SVEP1	49	42	58	50
36	SLC5A3	2	0	5	2
36	MYH10	47	40	55	47
36	HIVEP2	0	0	2	0
36	CASC5	0	0	2	0
36	TEAD1	22	17	28	22
36	GTF3C1	12	8	17	12
36	LMTK2	0	0	2	0
36	DIP2C	7	4	11	8
36	GPR107	16	11	21	16
36	LRP1	54	46	63	55
36	NUMA1	23	18	30	24
36	DYNC1H1	41	34	49	41
36	PRKDC	32	26	39	32
36	REV3L	0	0	2	0
36	SPTBN1	45	38	54	46
36	EGFR	6	3	10	6
36	PAPPA	21	16	27	21
36	ZC3H13	6	3	10	6
36	SPTAN1	17	13	23	17
36	IGF2R	54	46	63	55
36	ABCA2	1	0	4	1
36	CHD8	2	1	5	2
36	FRY	0	0	2	0
36	ZKSCAN2	1	0	4	1
36	PRPF8	79	69	90	80
36	DNAJC13	6	3	10	6
36	NRIP1	13	9	19	14
36	KIAA1147	0	0	2	0
36	KPNA4	2	0	5	2
36	IQGAP1	56	48	66	57
36	THSD4	21	16	27	21
36	TLN1	86	76	98	87
36	SSH1	12	8	17	12
36	TNC	128	116	142	130
36	THBS1	1618	1581	1661	1625
36	DIP2B	0	0	2	0
36	AKAP11	0	0	2	0
36	FZD4	0	0	2	0
36	SCUBE3	7	4	11	8
36	CBX5	17	12	23	17
36	PHIP	0	0	2	0
36	PLXNA1	6	3	10	6
36	DIEXF	1	0	4	1
36	FLNC	50	43	59	51
36	NR4A1	11	7	16	11
36	AGPS	1	0	4	1
36	MALAT1	78	68	89	79
36	HEATR5B	0	0	2	0
36	DSEL	3	1	7	4
36	BRCA2	1	0	4	1
36	USP24	1	0	4	1
36	POLQ	1	0	4	1
36	STARD9	0	0	2	0
36	VCAN	23	18	30	24
36	C14orf132	9	6	14	10
36	LUZP1	6	3	10	6
36	AFAP1	6	3	10	6
36	RAB3B	0	0	2	0
36	TPR	9	6	14	10
36	KIDINS220	2	0	5	2
36	SLC38A1	7	4	11	7
36	FBN1	59	51	68	60
36	SIPA1L3	8	5	13	9
36	CENPF	8	5	13	9
36	FOSB	9	6	14	10
36	AFF4	1	0	4	1
36	FLNA	483	459	508	486
36	HERC2	10	6	14	10
36	GTF3C4	4	2	8	5
36	FBN2	187	173	204	189
36	PRRC2B	22	17	28	22
36	KIAA1199	101	91	113	102
36	MED14	2	0	5	2
36	ARL10	0	0	2	0
36	MAN1A2	1	0	4	1
36	KIAA1462	9	6	14	10
36	PRKCA	9	6	14	10
36	ATP11A	1	0	4	1
36	VPS13A	2	0	5	2
36	ROCK2	16	11	21	16
36	HELZ2	1	0	4	1
36	SMARCA5	18	13	24	19
36	ALMS1	1	0	4	1
24	PRRC2B	5	3	9	5
24	DIP2B	0	0	2	0
24	USP24	1	0	4	1
24	PCNX	1	0	4	1
24	VPS13D	1	0	4	1
24	DIP2C	1	0	4	1
24	GTF3C4	0	0	2	0
24	DSEL	4	2	8	5
24	FASN	5	2	8	5
24	KIAA2018	2	0	5	2
24	CBX5	11	7	16	11
24	H6PD	0	0	2	0
24	DIEXF	0	0	2	0
24	FAM208B	2	0	5	2
24	HELZ2	0	0	2	0
24	PRKCA	3	1	7	4
24	TMOD2	0	0	2	0
24	DOPEY1	0	0	2	0
24	TEAD1	38	32	46	39
24	FBN2	28	22	35	29
24	PIEZO1	7	4	11	8
24	DOCK7	3	1	7	4
24	CHD8	7	4	11	7
24	VPS13A	0	0	2	0
24	ATP11A	0	0	2	0
24	SVEP1	6	3	10	6
24	AKAP11	0	0	2	0
24	UBR5	17	13	23	17
24	REV3L	1	0	4	1
24	AGPS	0	0	2	0
24	MKI67	1	0	4	1
24	KIDINS220	0	0	2	0
24	HIVEP1	1	0	4	1
24	SLC5A3	0	0	2	0
24	LYST	0	0	2	0
24	ALMS1	0	0	2	0
24	MALAT1	7	4	11	7
24	STARD9	0	0	2	0
24	SIPA1L3	5	2	8	5
24	GTF3C1	16	12	22	16
24	FYCO1	3	2	7	4
24	NUP98	0	0	2	0
24	KIAA1462	8	5	13	9
24	MYH10	46	39	54	46
24	ARL10	2	0	5	2
24	NOTCH2	3	1	7	4
24	RAB3B	0	0	2	0
24	KIAA1147	0	0	2	0
24	CKAP5	9	6	14	10
24	PIK3CA	0	0	2	0
24	C14orf132	10	7	14	10
24	KIAA1199	18	14	24	19
24	SRRM2	43	36	52	44
24	ANKRD52	2	1	5	2
24	NRIP1	1	0	4	1
24	SPTAN1	42	35	50	42
24	FRY	0	0	2	0
24	VCAN	9	6	14	10
24	LUZP1	1	0	4	1
24	CEP250	1	0	4	1
24	POLQ	0	0	2	0
24	SLC38A1	2	0	5	2
24	NR4A1	4	2	8	5
24	FLNC	28	23	35	29
24	RNF169	0	0	2	0
24	BRCA2	0	0	2	0
24	AFAP1	4	2	8	5
24	FLNB	13	9	19	14
24	CREBBP	21	16	27	21
24	EGFR	0	0	2	0
24	ZKSCAN2	1	0	4	1
24	FOSB	2	0	5	2
24	SLC7A11	4	2	8	5
24	SPTBN1	31	25	38	31
24	UBR2	1	0	4	1
24	COL7A1	1	0	4	1
24	CACNA1A	0	0	2	0
24	FZD4	2	1	5	2
24	C17orf51	1	0	4	1
24	ASCC3	2	0	5	2
24	ROCK2	13	9	19	14
24	ITGA2	0	0	2	0
24	SSH1	11	7	16	11
24	IGF2R	19	15	26	20
24	TNRC6A	1	0	4	1
24	PRPF8	63	54	73	64
24	PHIP	0	0	2	0
24	SCUBE3	7	4	11	8
24	ZFC3H1	0	0	2	0
24	HEATR5B	0	0	2	0
24	HERC2	3	1	7	4
24	THSD4	5	2	8	5
24	CBL	2	0	5	2
24	IQGAP1	36	29	43	36
24	MED14	0	0	2	0
24	USP9X	8	5	13	9
24	PDS5A	0	0	2	0
24	NUMA1	7	4	11	7
24	NKTR	5	2	8	5
24	NF1	5	2	8	5
24	GPR107	8	5	13	9
24	USP34	8	5	13	9
24	FLNA	396	375	419	399
24	THBS1	338	319	360	343
24	DYNC1H1	18	14	24	19
24	ALPK2	1	0	4	1
24	PTPN14	6	3	10	6
24	AFF4	3	1	7	4
24	TNC	17	12	23	17
24	ZC3H13	8	5	13	9
24	PAPPA	21	16	27	21
24	FBN1	11	7	16	11
24	PLXNA1	0	0	2	0
24	HIVEP2	0	0	2	0
24	DNAJC13	2	0	5	2
24	COL5A1	27	21	34	27
24	KPNA4	0	0	2	0
24	CENPF	1	0	4	1
24	QSER1	0	0	2	0
24	SMARCA5	13	9	19	14
24	CASC5	0	0	2	0
24	ABCA2	0	0	2	0
24	SON	9	6	14	10
24	TPR	14	11	20	15
24	LRP1	29	24	37	30
24	LMTK2	0	0	2	0
24	PRKDC	7	4	11	7
24	AMOTL1	11	8	16	11
24	TLN1	59	51	69	60
24	MAN1A2	1	0	4	1
17	SCUBE3	1	0	4	1
17	NKTR	7	4	11	7
17	NUP98	9	6	14	10
17	UBR2	2	1	5	2
17	KIAA1147	0	0	2	0
17	BRCA2	0	0	2	0
17	ANKRD52	37	30	45	37
17	POLQ	2	0	5	2
17	USP24	3	1	7	4
17	TLN1	151	138	165	152
17	USP34	8	5	13	9
17	PRKDC	19	15	25	20
17	ABCA2	1	0	4	1
17	KIAA2018	7	4	11	7
17	ZFC3H1	3	1	7	4
17	ALMS1	2	0	5	2
17	HEATR5B	3	1	7	4
17	PAPPA	16	11	21	16
17	GTF3C1	22	17	28	22
17	ITGA2	4	2	8	5
17	C14orf132	5	2	8	5
17	ZC3H13	14	11	20	15
17	COL5A1	163	149	178	165
17	FOSB	14	10	20	15
17	QSER1	2	0	5	2
17	H6PD	2	1	5	2
17	LUZP1	8	5	13	9
17	HELZ2	1	0	4	1
17	AMOTL1	7	4	11	7
17	EGFR	7	4	11	7
17	REV3L	9	6	14	10
17	DYNC1H1	42	35	50	42
17	AGPS	2	0	5	2
17	MAN1A2	1	0	4	1
17	FAM208B	12	8	17	12
17	IQGAP1	50	42	59	51
17	DNAJC13	6	3	10	6
17	NR4A1	9	6	14	10
17	SSH1	44	37	53	45
17	RNF169	0	0	2	0
17	SRRM2	140	127	154	141
17	PRRC2B	39	33	47	40
17	MKI67	62	54	72	62
17	NF1	7	4	11	7
17	CENPF	40	34	49	41
17	DIP2B	0	0	2	0
17	PRPF8	96	86	108	97
17	PCNX	16	12	21	16
17	MYH10	34	28	42	35
17	MALAT1	707	678	737	714
17	CKAP5	44	37	53	45
17	TNC	69	60	79	70
17	GPR107	21	16	27	21
17	PTPN14	26	20	32	26
17	FLNC	151	138	165	152
17	SPTAN1	74	65	85	75
17	PRKCA	16	12	21	16
17	SVEP1	18	13	24	19
17	LYST	0	0	2	0
17	SPTBN1	86	76	98	87
17	ASCC3	11	7	16	11
17	COL7A1	3	1	7	4
17	AFF4	3	1	7	4
17	PIK3CA	2	0	5	2
17	DOCK7	10	6	14	10
17	THSD4	11	7	16	11
17	FLNA	406	384	429	409
17	AKAP11	2	0	5	2
17	SON	59	51	69	60
17	KIDINS220	13	9	19	14
17	HIVEP1	3	1	7	4
17	KIAA1462	24	19	31	25
17	HERC2	11	7	16	11
17	TMOD2	2	0	5	2
17	CREBBP	33	27	41	34
17	VCAN	35	29	43	36
17	DOPEY1	7	4	11	8
17	NOTCH2	22	17	28	22
17	ROCK2	24	19	31	25
17	KIAA1199	43	36	51	44
17	ATP11A	7	4	11	7
17	VPS13D	4	2	8	5
17	CASC5	3	1	7	4
17	IGF2R	66	57	76	67
