feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
TMEM110	4.0	4.0	0.0	4.0	4.0	0.0	4.0	0.0	17.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
TMEM194A	4.0	0.0	0.0	13.0	21.0	0.0	8.0	0.0	4.0	0.0	8.0	0.0	13.0	13.0	0.0	17.0	17.0	0.0	0.0	0.0
TMEM246	4.0	4.0	8.0	8.0	0.0	0.0	4.0	8.0	0.0	4.0	0.0	4.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0
TMEM260	0.0	4.0	0.0	4.0	0.0	13.0	0.0	0.0	13.0	21.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM57	4.0	13.0	0.0	0.0	0.0	21.0	0.0	0.0	8.0	4.0	8.0	0.0	4.0	4.0	48.0	0.0	4.0	0.0	0.0	0.0
TMOD2	0.0	0.0	0.0	8.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0
TMPPE	0.0	0.0	0.0	0.0	4.0	17.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0	4.0
TMX4	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	4.0	8.0	13.0	0.0	8.0	0.0	0.0	8.0	4.0	0.0
TNFAIP3	0.0	4.0	8.0	0.0	8.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
TNRC6A	0.0	13.0	17.0	13.0	8.0	8.0	4.0	8.0	21.0	17.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	8.0	8.0
TONSL	4.0	4.0	8.0	8.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	13.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
TOP3A	4.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
TOPORS	13.0	0.0	0.0	0.0	0.0	17.0	0.0	4.0	0.0	17.0	13.0	0.0	30.0	4.0	17.0	0.0	4.0	0.0	17.0	0.0
TOR4A	0.0	4.0	4.0	56.0	0.0	4.0	21.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0
TOX	13.0	0.0	4.0	13.0	8.0	0.0	4.0	0.0	8.0	8.0	0.0	0.0	8.0	4.0	4.0	4.0	0.0	0.0	21.0	0.0
TP53BP1	0.0	4.0	4.0	8.0	21.0	0.0	0.0	8.0	8.0	4.0	8.0	13.0	61.0	0.0	0.0	0.0	13.0	0.0	4.0	4.0
TPCN1	4.0	17.0	17.0	0.0	4.0	8.0	13.0	0.0	8.0	17.0	4.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
TPR	4.0	17.0	21.0	21.0	21.0	4.0	39.0	4.0	39.0	34.0	4.0	0.0	26.0	0.0	4.0	13.0	26.0	8.0	30.0	4.0
TRAPPC9	0.0	0.0	17.0	8.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	4.0	30.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
TRERF1	0.0	8.0	13.0	13.0	21.0	4.0	0.0	17.0	0.0	0.0	0.0	8.0	0.0	4.0	4.0	0.0	0.0	17.0	0.0	0.0
TRIM14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	17.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	8.0	0.0
TRIM35	0.0	8.0	0.0	21.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	8.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	8.0
TRIM37	4.0	17.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	21.0	8.0	0.0	17.0	21.0	8.0	0.0	4.0	0.0	0.0
TRIM62	0.0	0.0	26.0	8.0	13.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
TRO	8.0	0.0	0.0	0.0	4.0	0.0	21.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	13.0	0.0	0.0	0.0
TRPC6	4.0	0.0	4.0	8.0	8.0	4.0	0.0	0.0	13.0	17.0	4.0	0.0	17.0	0.0	4.0	21.0	0.0	4.0	13.0	26.0
TRPS1	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	26.0	17.0	0.0	4.0	4.0	13.0	13.0	0.0	0.0	0.0	21.0	4.0
TRRAP	4.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	4.0	0.0	13.0	8.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0
TSPYL4	0.0	0.0	8.0	21.0	4.0	0.0	0.0	0.0	8.0	8.0	4.0	0.0	0.0	13.0	8.0	0.0	0.0	0.0	0.0	0.0
TSPYL5	13.0	0.0	4.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	8.0	4.0	4.0
TSTD2	0.0	4.0	4.0	0.0	4.0	4.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	17.0	17.0	0.0	4.0	0.0	0.0
TTF2	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
TTI1	4.0	0.0	4.0	0.0	4.0	13.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	8.0	0.0	13.0	8.0
TTL	0.0	4.0	4.0	13.0	0.0	0.0	0.0	0.0	17.0	17.0	0.0	0.0	8.0	0.0	0.0	4.0	4.0	0.0	13.0	4.0
TTLL4	4.0	26.0	17.0	0.0	0.0	4.0	4.0	0.0	0.0	26.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	4.0	8.0	0.0
TTPAL	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	8.0	13.0	8.0	4.0	0.0	4.0	8.0	0.0	0.0	0.0
TUBGCP4	4.0	4.0	0.0	4.0	0.0	4.0	0.0	8.0	4.0	0.0	0.0	8.0	0.0	4.0	4.0	8.0	4.0	0.0	0.0	0.0
TUBGCP5	8.0	0.0	0.0	0.0	21.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0
TULP4	4.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TWISTNB	4.0	4.0	4.0	0.0	8.0	4.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0
UBE2O	0.0	8.0	13.0	4.0	0.0	0.0	0.0	13.0	17.0	0.0	26.0	0.0	8.0	4.0	0.0	0.0	8.0	0.0	4.0	0.0
UBE4A	17.0	13.0	8.0	13.0	4.0	13.0	0.0	13.0	13.0	8.0	8.0	17.0	17.0	4.0	4.0	0.0	4.0	4.0	39.0	0.0
UBE4B	21.0	4.0	4.0	0.0	4.0	4.0	0.0	4.0	8.0	4.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
UBL3	4.0	4.0	0.0	17.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	4.0	4.0	0.0	0.0	0.0
UBN1	0.0	0.0	8.0	34.0	4.0	4.0	4.0	8.0	4.0	8.0	0.0	4.0	8.0	0.0	0.0	0.0	4.0	4.0	13.0	4.0
UBN2	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	17.0	8.0	0.0	0.0	0.0	0.0	4.0
UBOX5	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	26.0	0.0	0.0	4.0	39.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0
UBR1	0.0	0.0	0.0	0.0	17.0	8.0	26.0	0.0	0.0	8.0	0.0	0.0	4.0	8.0	4.0	0.0	0.0	4.0	4.0	4.0
UBR2	4.0	8.0	4.0	8.0	17.0	4.0	0.0	4.0	0.0	13.0	0.0	0.0	13.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0
UBR3	17.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	34.0	8.0	13.0	0.0	0.0	4.0	0.0	0.0
UBR5	21.0	0.0	26.0	30.0	13.0	8.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	4.0	0.0	21.0	0.0	8.0	0.0
UBXN2B	4.0	0.0	0.0	8.0	13.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
UHRF1BP1	0.0	4.0	4.0	0.0	8.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0
ULK2	4.0	0.0	0.0	8.0	0.0	13.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0
ULK4	0.0	0.0	0.0	0.0	4.0	8.0	0.0	17.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0
UNC119B	8.0	0.0	4.0	21.0	0.0	4.0	0.0	0.0	0.0	26.0	0.0	0.0	13.0	13.0	0.0	0.0	8.0	0.0	4.0	4.0
UNC13B	4.0	4.0	4.0	0.0	0.0	17.0	13.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0
UPF2	0.0	0.0	0.0	4.0	4.0	4.0	0.0	4.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0
URB1	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
URB2	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0	0.0
URGCP	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
USP19	4.0	0.0	4.0	0.0	0.0	13.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	4.0	0.0
USP20	0.0	4.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP24	0.0	0.0	8.0	30.0	13.0	0.0	8.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	13.0	0.0	4.0	0.0
USP34	4.0	4.0	0.0	39.0	0.0	0.0	0.0	0.0	4.0	8.0	4.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
USP37	4.0	0.0	8.0	0.0	4.0	8.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	4.0	4.0
USP38	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
USP6NL	4.0	0.0	0.0	4.0	17.0	0.0	8.0	0.0	0.0	0.0	13.0	8.0	13.0	8.0	0.0	0.0	17.0	0.0	0.0	8.0
USP9X	0.0	8.0	30.0	21.0	8.0	4.0	0.0	13.0	0.0	39.0	4.0	4.0	21.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0
USPL1	4.0	0.0	0.0	21.0	0.0	0.0	4.0	8.0	0.0	4.0	0.0	0.0	4.0	0.0	13.0	4.0	4.0	4.0	0.0	0.0
UST	0.0	0.0	26.0	26.0	4.0	30.0	0.0	0.0	4.0	0.0	4.0	8.0	0.0	4.0	0.0	8.0	30.0	4.0	0.0	4.0
UTP20	4.0	4.0	0.0	8.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
VANGL1	0.0	4.0	8.0	21.0	8.0	0.0	4.0	0.0	30.0	17.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0
VASH1	0.0	0.0	0.0	8.0	4.0	0.0	4.0	4.0	4.0	0.0	0.0	8.0	4.0	13.0	4.0	0.0	0.0	8.0	21.0	0.0
VAT1L	8.0	0.0	0.0	4.0	8.0	8.0	4.0	0.0	0.0	0.0	8.0	4.0	0.0	4.0	13.0	0.0	8.0	0.0	8.0	8.0
VCAN	26.0	8.0	13.0	39.0	13.0	34.0	0.0	39.0	0.0	4.0	13.0	21.0	4.0	4.0	4.0	8.0	21.0	4.0	56.0	0.0
VCPIP1	0.0	0.0	0.0	8.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
VDR	0.0	8.0	0.0	4.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
VPS13A	0.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
VPS13C	8.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	13.0	0.0	4.0
VPS13D	8.0	0.0	4.0	8.0	0.0	0.0	8.0	0.0	4.0	21.0	17.0	0.0	17.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0
VPS39	17.0	21.0	17.0	0.0	0.0	4.0	4.0	0.0	0.0	21.0	0.0	13.0	17.0	43.0	4.0	0.0	8.0	4.0	17.0	8.0
VSIG10	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	13.0	4.0	8.0	0.0	0.0	0.0	17.0	0.0
VTI1A	0.0	8.0	0.0	0.0	13.0	13.0	4.0	0.0	0.0	4.0	0.0	8.0	13.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0
VWA8	0.0	4.0	0.0	4.0	13.0	4.0	4.0	8.0	0.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0
WASH5P	0.0	4.0	8.0	4.0	4.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	34.0	8.0	0.0	0.0	4.0	0.0	8.0	0.0
WDFY2	8.0	8.0	0.0	4.0	8.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	13.0	4.0	8.0	0.0	0.0	0.0
WDHD1	4.0	4.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
WDR35	0.0	13.0	0.0	13.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	8.0	4.0
WDR37	0.0	0.0	4.0	0.0	17.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0
WDR44	21.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	17.0	13.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	4.0	8.0
WDR48	0.0	4.0	0.0	0.0	8.0	4.0	0.0	21.0	0.0	21.0	8.0	13.0	4.0	17.0	0.0	0.0	4.0	17.0	4.0	13.0
WDR55	0.0	8.0	4.0	4.0	13.0	4.0	17.0	13.0	0.0	0.0	8.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
WDR59	0.0	8.0	0.0	8.0	4.0	8.0	0.0	0.0	0.0	8.0	4.0	4.0	4.0	0.0	4.0	4.0	8.0	4.0	0.0	0.0
WDR5B	0.0	0.0	21.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0
WDR60	0.0	0.0	21.0	4.0	0.0	4.0	0.0	0.0	8.0	0.0	4.0	8.0	4.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0
WDR62	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	26.0	0.0	0.0
WDR66	4.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR7	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	8.0	0.0	17.0
WDR81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	4.0	0.0	21.0	4.0	0.0	0.0	0.0	0.0	0.0
WRN	8.0	13.0	8.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
WWC3	8.0	0.0	4.0	17.0	21.0	8.0	8.0	8.0	0.0	17.0	4.0	13.0	8.0	8.0	21.0	17.0	0.0	8.0	0.0	26.0
XPO5	4.0	0.0	8.0	0.0	0.0	17.0	0.0	0.0	0.0	13.0	4.0	4.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0
YEATS2	4.0	8.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0	0.0	4.0	4.0	17.0	13.0	0.0	0.0	8.0	4.0	13.0	4.0
YOD1	0.0	0.0	4.0	0.0	17.0	4.0	13.0	0.0	0.0	0.0	4.0	0.0	13.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
YTHDC2	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
ZBED1	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0
ZBED6	0.0	17.0	4.0	4.0	8.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0	4.0	0.0	8.0	8.0
ZBTB11	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	17.0	17.0	4.0
ZBTB21	0.0	0.0	0.0	0.0	0.0	8.0	4.0	8.0	4.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	13.0	0.0
ZBTB24	0.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	8.0	0.0	13.0	0.0	0.0	4.0	4.0	4.0	0.0
ZBTB34	4.0	4.0	13.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
ZBTB39	4.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0
ZBTB41	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	13.0	4.0	4.0	0.0	0.0	4.0	0.0	13.0	0.0	4.0	0.0
ZBTB5	0.0	4.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	0.0
ZBTB6	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	8.0	8.0	8.0	4.0	4.0	4.0	0.0	0.0	0.0
ZC3H13	0.0	13.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	26.0	0.0	8.0	4.0	4.0	4.0	4.0	13.0	0.0	4.0	4.0
ZCCHC11	8.0	4.0	17.0	21.0	13.0	13.0	0.0	0.0	13.0	13.0	8.0	0.0	0.0	0.0	17.0	4.0	8.0	0.0	4.0	8.0
ZCCHC6	8.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	4.0	21.0	0.0	0.0	8.0	0.0	0.0	0.0
ZDHHC21	4.0	0.0	4.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	8.0
ZER1	0.0	4.0	0.0	30.0	13.0	4.0	4.0	4.0	13.0	0.0	0.0	17.0	21.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0
ZFAT	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ZFC3H1	4.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0
ZFP28	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	17.0	0.0	26.0	0.0	0.0	0.0	34.0	0.0
ZFPM2	8.0	21.0	0.0	17.0	26.0	4.0	34.0	0.0	0.0	8.0	13.0	4.0	34.0	0.0	13.0	8.0	0.0	0.0	0.0	8.0
ZFYVE26	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	8.0	0.0
ZHX3	8.0	0.0	0.0	21.0	17.0	13.0	13.0	0.0	0.0	21.0	8.0	4.0	4.0	17.0	4.0	0.0	4.0	0.0	17.0	13.0
ZKSCAN2	8.0	4.0	8.0	26.0	0.0	0.0	4.0	0.0	0.0	8.0	4.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0
ZMAT3	0.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	4.0	8.0	4.0	0.0
ZMYM3	0.0	4.0	0.0	4.0	0.0	0.0	26.0	0.0	0.0	30.0	0.0	0.0	0.0	4.0	0.0	4.0	8.0	0.0	4.0	8.0
ZMYND8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	4.0	4.0	0.0	0.0	8.0	4.0	4.0	0.0	17.0	4.0
ZNF142	0.0	0.0	4.0	0.0	21.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	4.0	0.0	4.0	0.0
ZNF160	4.0	4.0	0.0	0.0	0.0	0.0	21.0	8.0	0.0	13.0	0.0	0.0	17.0	8.0	4.0	0.0	4.0	0.0	13.0	0.0
ZNF175	0.0	0.0	4.0	8.0	4.0	0.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
ZNF202	0.0	0.0	0.0	4.0	17.0	4.0	4.0	4.0	0.0	4.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	17.0	0.0	0.0
ZNF230	0.0	8.0	0.0	4.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	4.0	8.0
ZNF248	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ZNF25	0.0	0.0	4.0	4.0	17.0	4.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	17.0	0.0	0.0	0.0	8.0	0.0
ZNF252P	8.0	0.0	0.0	4.0	4.0	8.0	4.0	8.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	13.0	8.0	0.0	4.0	0.0
ZNF275	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0
ZNF280C	0.0	0.0	8.0	13.0	0.0	0.0	8.0	0.0	0.0	8.0	4.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
ZNF280D	0.0	0.0	0.0	0.0	8.0	0.0	21.0	4.0	13.0	30.0	17.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	4.0
ZNF304	0.0	0.0	0.0	21.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317	0.0	0.0	30.0	0.0	0.0	0.0	4.0	0.0	0.0	13.0	0.0	4.0	17.0	0.0	4.0	0.0	0.0	0.0	26.0	0.0
ZNF33B	0.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0
ZNF354C	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	4.0
ZNF407	0.0	0.0	4.0	13.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	8.0	0.0	0.0	13.0	4.0	4.0
ZNF41	0.0	0.0	13.0	8.0	13.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	8.0	0.0	0.0	0.0	0.0
ZNF436	0.0	4.0	13.0	8.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	0.0
ZNF445	0.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	4.0	8.0	0.0	0.0	0.0	4.0	4.0	4.0	0.0
ZNF45	4.0	0.0	13.0	4.0	0.0	0.0	13.0	0.0	4.0	0.0	8.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	4.0
ZNF470	0.0	8.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0
ZNF480	0.0	13.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF512B	4.0	0.0	0.0	4.0	4.0	0.0	4.0	8.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0
ZNF516	0.0	0.0	8.0	0.0	13.0	0.0	4.0	13.0	0.0	4.0	0.0	0.0	26.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0
ZNF521	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	17.0	0.0	13.0	4.0	13.0	4.0	0.0	0.0	0.0	4.0	0.0
ZNF526	0.0	4.0	0.0	8.0	8.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	26.0	0.0	0.0	4.0	0.0	0.0
ZNF549	0.0	0.0	4.0	0.0	26.0	13.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	8.0	4.0	0.0
ZNF592	0.0	17.0	0.0	0.0	13.0	4.0	8.0	0.0	4.0	4.0	4.0	0.0	13.0	4.0	0.0	4.0	4.0	0.0	34.0	0.0
ZNF614	0.0	4.0	13.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	8.0
ZNF646	8.0	4.0	4.0	8.0	8.0	0.0	0.0	0.0	13.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0
